id,name,value
1141,AAJ1136,1.1139
1142,AAJ1137,1.1140
1143,AAJ1138,1.1141
1144,AAJ1139,1.1142
1145,AAJ1140,1.1143
1146,AAJ1141,1.1144
1147,AAJ1142,1.1145
1148,AAJ1143,1.1146
1149,AAJ1144,1.1147
1150,AAJ1145,1.1148
1151,AAJ1146,1.1149
1152,AAJ1147,1.1150
1153,AAJ1148,1.1151
1154,AAJ1149,1.1152
1155,AAJ1150,1.1153
1156,AAJ1151,1.1154
1157,AAJ1152,1.1155
1158,AAJ1153,1.1156
1159,AAJ1154,1.1157
1160,AAJ1155,1.1158
1161,AAJ1156,1.1159
1162,AAJ1157,1.1160
1163,AAJ1158,1.1161
1164,AAJ1159,1.1162
1165,AAJ1160,1.1163
1166,AAJ1161,1.1164
1167,AAJ1162,1.1165
1168,AAJ1163,1.1166
1169,AAJ1164,1.1167
1170,AAJ1165,1.1168
1171,AAJ1166,1.1169
1172,AAJ1167,1.1170
1173,AAJ1168,1.1171
1174,AAJ1169,1.1172
1175,AAJ1170,1.1173
1176,AAJ1171,1.1174
1177,AAJ1172,1.1175
1178,AAJ1173,1.1176
1179,AAJ1174,1.1177
1180,AAJ1175,1.1178
1181,AAJ1176,1.1179
1182,AAJ1177,1.1180
1183,AAJ1178,1.1181
1184,AAJ1179,1.1182
1185,AAJ1180,1.1183
1186,AAJ1181,1.1184
1187,AAJ1182,1.1185
1188,AAJ1183,1.1186
1189,AAJ1184,1.1187
1190,AAJ1185,1.1188
1191,AAJ1186,1.1189
1192,AAJ1187,1.1190
1193,AAJ1188,1.1191
1194,AAJ1189,1.1192
1195,AAJ1190,1.1193
1196,AAJ1191,1.1194
1197,AAJ1192,1.1195
1198,AAJ1193,1.1196
1199,AAJ1194,1.1197
1200,AAJ1195,1.1198
1201,AAJ1196,1.1199
1202,AAJ1197,1.1200
1203,AAJ1198,1.1201
1204,AAJ1199,1.1202
1205,AAJ1200,1.1203
1206,AAJ1201,1.1204
1207,AAJ1202,1.1205
1208,AAJ1203,1.1206
1209,AAJ1204,1.1207
1210,AAJ1205,1.1208
1211,AAJ1206,1.1209
1212,AAJ1207,1.1210
1213,AAJ1208,1.1211
1214,AAJ1209,1.1212
1215,AAJ1210,1.1213
1216,AAJ1211,1.1214
1217,AAJ1212,1.1215
1218,AAJ1213,1.1216
1219,AAJ1214,1.1217
1220,AAJ1215,1.1218
1221,AAJ1216,1.1219
1222,AAJ1217,1.1220
1223,AAJ1218,1.1221
1224,AAJ1219,1.1222
1225,AAJ1220,1.1223
1226,AAJ1221,1.1224
1227,AAJ1222,1.1225
1228,AAJ1223,1.1226
1229,AAJ1224,1.1227
1230,AAJ1225,1.1228
1231,AAJ1226,1.1229
1232,AAJ1227,1.1230
1233,AAJ1228,1.1231
1234,AAJ1229,1.1232
1235,AAJ1230,1.1233
1236,AAJ1231,1.1234
1237,AAJ1232,1.1235
1238,AAJ1233,1.1236
1239,AAJ1234,1.1237
1240,AAJ1235,1.1238
1241,AAJ1236,1.1239
1242,AAJ1237,1.1240
1243,AAJ1238,1.1241
1244,AAJ1239,1.1242
1245,AAJ1240,1.1243
1246,AAJ1241,1.1244
1247,AAJ1242,1.1245
1248,AAJ1243,1.1246
1249,AAJ1244,1.1247
1250,AAJ1245,1.1248
1251,AAJ1246,1.1249
1252,AAJ1247,1.1250
1253,AAJ1248,1.1251
1254,AAJ1249,1.1252
1255,AAJ1250,1.1253
1256,AAJ1251,1.1254
1257,AAJ1252,1.1255
1258,AAJ1253,1.1256
1259,AAJ1254,1.1257
1260,AAJ1255,1.1258
1261,AAJ1256,1.1259
1262,AAJ1257,1.1260
1263,AAJ1258,1.1261
1264,AAJ1259,1.1262
1265,AAJ1260,1.1263
1266,AAJ1261,1.1264
1267,AAJ1262,1.1265
1268,AAJ1263,1.1266
1269,AAJ1264,1.1267
1270,AAJ1265,1.1268
1271,AAJ1266,1.1269
1272,AAJ1267,1.1270
1273,AAJ1268,1.1271
1274,AAJ1269,1.1272
1275,AAJ1270,1.1273
1276,AAJ1271,1.1274
1277,AAJ1272,1.1275
1278,AAJ1273,1.1276
1279,AAJ1274,1.1277
1280,AAJ1275,1.1278
1281,AAJ1276,1.1279
1282,AAJ1277,1.1280
1283,AAJ1278,1.1281
1284,AAJ1279,1.1282
1285,AAJ1280,1.1283
1286,AAJ1281,1.1284
1287,AAJ1282,1.1285
1288,AAJ1283,1.1286
1289,AAJ1284,1.1287
1290,AAJ1285,1.1288
1291,AAJ1286,1.1289
1292,AAJ1287,1.1290
1293,AAJ1288,1.1291
1294,AAJ1289,1.1292
1295,AAJ1290,1.1293
1296,AAJ1291,1.1294
1297,AAJ1292,1.1295
1298,AAJ1293,1.1296
1299,AAJ1294,1.1297
1300,AAJ1295,1.1298
1301,AAJ1296,1.1299
1302,AAJ1297,1.1300
1303,AAJ1298,1.1301
1304,AAJ1299,1.1302
1305,AAJ1300,1.1303
1306,AAJ1301,1.1304
1307,AAJ1302,1.1305
1308,AAJ1303,1.1306
1309,AAJ1304,1.1307
1310,AAJ1305,1.1308
1311,AAJ1306,1.1309
1312,AAJ1307,1.1310
1313,AAJ1308,1.1311
1314,AAJ1309,1.1312
1315,AAJ1310,1.1313
1316,AAJ1311,1.1314
1317,AAJ1312,1.1315
1318,AAJ1313,1.1316
1319,AAJ1314,1.1317
1320,AAJ1315,1.1318
1321,AAJ1316,1.1319
1322,AAJ1317,1.1320
1323,AAJ1318,1.1321
1324,AAJ1319,1.1322
1325,AAJ1320,1.1323
1326,AAJ1321,1.1324
1327,AAJ1322,1.1325
1328,AAJ1323,1.1326
1329,AAJ1324,1.1327
1330,AAJ1325,1.1328
1331,AAJ1326,1.1329
1332,AAJ1327,1.1330
1333,AAJ1328,1.1331
1334,AAJ1329,1.1332
1335,AAJ1330,1.1333
1336,AAJ1331,1.1334
1337,AAJ1332,1.1335
1338,AAJ1333,1.1336
1339,AAJ1334,1.1337
1340,AAJ1335,1.1338
1341,AAJ1336,1.1339
1342,AAJ1337,1.1340
1343,AAJ1338,1.1341
1344,AAJ1339,1.1342
1345,AAJ1340,1.1343
1346,AAJ1341,1.1344
1347,AAJ1342,1.1345
1348,AAJ1343,1.1346
1349,AAJ1344,1.1347
1350,AAJ1345,1.1348
1351,AAJ1346,1.1349
1352,AAJ1347,1.1350
1353,AAJ1348,1.1351
1354,AAJ1349,1.1352
1355,AAJ1350,1.1353
1356,AAJ1351,1.1354
1357,AAJ1352,1.1355
1358,AAJ1353,1.1356
1359,AAJ1354,1.1357
1360,AAJ1355,1.1358
1361,AAJ1356,1.1359
1362,AAJ1357,1.1360
1363,AAJ1358,1.1361
1364,AAJ1359,1.1362
1365,AAJ1360,1.1363
1366,AAJ1361,1.1364
1367,AAJ1362,1.1365
1368,AAJ1363,1.1366
1369,AAJ1364,1.1367
1370,AAJ1365,1.1368
1371,AAJ1366,1.1369
1372,AAJ1367,1.1370
1373,AAJ1368,1.1371
1374,AAJ1369,1.1372
1375,AAJ1370,1.1373
1376,AAJ1371,1.1374
1377,AAJ1372,1.1375
1378,AAJ1373,1.1376
1379,AAJ1374,1.1377
1380,AAJ1375,1.1378
1381,AAJ1376,1.1379
1382,AAJ1377,1.1380
1383,AAJ1378,1.1381
1384,AAJ1379,1.1382
1385,AAJ1380,1.1383
1386,AAJ1381,1.1384
1387,AAJ1382,1.1385
1388,AAJ1383,1.1386
1389,AAJ1384,1.1387
1390,AAJ1385,1.1388
1391,AAJ1386,1.1389
1392,AAJ1387,1.1390
1393,AAJ1388,1.1391
1394,AAJ1389,1.1392
1395,AAJ1390,1.1393
1396,AAJ1391,1.1394
1397,AAJ1392,1.1395
1398,AAJ1393,1.1396
1399,AAJ1394,1.1397
1400,AAJ1395,1.1398
1401,AAJ1396,1.1399
1402,AAJ1397,1.1400
1403,AAJ1398,1.1401
1404,AAJ1399,1.1402
1405,AAJ1400,1.1403
1406,AAJ1401,1.1404
1407,AAJ1402,1.1405
1408,AAJ1403,1.1406
1409,AAJ1404,1.1407
1410,AAJ1405,1.1408
1411,AAJ1406,1.1409
1412,AAJ1407,1.1410
1413,AAJ1408,1.1411
1414,AAJ1409,1.1412
1415,AAJ1410,1.1413
1416,AAJ1411,1.1414
1417,AAJ1412,1.1415
1418,AAJ1413,1.1416
1419,AAJ1414,1.1417
1420,AAJ1415,1.1418
1421,AAJ1416,1.1419
1422,AAJ1417,1.1420
1423,AAJ1418,1.1421
1424,AAJ1419,1.1422
1425,AAJ1420,1.1423
1426,AAJ1421,1.1424
1427,AAJ1422,1.1425
1428,AAJ1423,1.1426
1429,AAJ1424,1.1427
1430,AAJ1425,1.1428
1431,AAJ1426,1.1429
1432,AAJ1427,1.1430
1433,AAJ1428,1.1431
1434,AAJ1429,1.1432
1435,AAJ1430,1.1433
1436,AAJ1431,1.1434
1437,AAJ1432,1.1435
1438,AAJ1433,1.1436
1439,AAJ1434,1.1437
1440,AAJ1435,1.1438
1441,AAJ1436,1.1439
1442,AAJ1437,1.1440
1443,AAJ1438,1.1441
1444,AAJ1439,1.1442
1445,AAJ1440,1.1443
1446,AAJ1441,1.1444
1447,AAJ1442,1.1445
1448,AAJ1443,1.1446
1449,AAJ1444,1.1447
1450,AAJ1445,1.1448
1451,AAJ1446,1.1449
1452,AAJ1447,1.1450
1453,AAJ1448,1.1451
1454,AAJ1449,1.1452
1455,AAJ1450,1.1453
1456,AAJ1451,1.1454
1457,AAJ1452,1.1455
1458,AAJ1453,1.1456
1459,AAJ1454,1.1457
1460,AAJ1455,1.1458
1461,AAJ1456,1.1459
1462,AAJ1457,1.1460
1463,AAJ1458,1.1461
1464,AAJ1459,1.1462
1465,AAJ1460,1.1463
1466,AAJ1461,1.1464
1467,AAJ1462,1.1465
1468,AAJ1463,1.1466
1469,AAJ1464,1.1467
1470,AAJ1465,1.1468
1471,AAJ1466,1.1469
1472,AAJ1467,1.1470
1473,AAJ1468,1.1471
1474,AAJ1469,1.1472
1475,AAJ1470,1.1473
1476,AAJ1471,1.1474
1477,AAJ1472,1.1475
1478,AAJ1473,1.1476
1479,AAJ1474,1.1477
1480,AAJ1475,1.1478
1481,AAJ1476,1.1479
1482,AAJ1477,1.1480
1483,AAJ1478,1.1481
1484,AAJ1479,1.1482
1485,AAJ1480,1.1483
1486,AAJ1481,1.1484
1487,AAJ1482,1.1485
1488,AAJ1483,1.1486
1489,AAJ1484,1.1487
1490,AAJ1485,1.1488
1491,AAJ1486,1.1489
1492,AAJ1487,1.1490
1493,AAJ1488,1.1491
1494,AAJ1489,1.1492
1495,AAJ1490,1.1493
1496,AAJ1491,1.1494
1497,AAJ1492,1.1495
1498,AAJ1493,1.1496
1499,AAJ1494,1.1497
1500,AAJ1495,1.1498
1501,AAJ1496,1.1499
1502,AAJ1497,1.1500
1503,AAJ1498,1.1501
1504,AAJ1499,1.1502
1505,AAJ1500,1.1503
1506,AAJ1501,1.1504
1507,AAJ1502,1.1505
1508,AAJ1503,1.1506
1509,AAJ1504,1.1507
1510,AAJ1505,1.1508
1511,AAJ1506,1.1509
1512,AAJ1507,1.1510
1513,AAJ1508,1.1511
1514,AAJ1509,1.1512
1515,AAJ1510,1.1513
1516,AAJ1511,1.1514
1517,AAJ1512,1.1515
1518,AAJ1513,1.1516
1519,AAJ1514,1.1517
1520,AAJ1515,1.1518
1521,AAJ1516,1.1519
1522,AAJ1517,1.1520
1523,AAJ1518,1.1521
1524,AAJ1519,1.1522
1525,AAJ1520,1.1523
1526,AAJ1521,1.1524
1527,AAJ1522,1.1525
1528,AAJ1523,1.1526
1529,AAJ1524,1.1527
1530,AAJ1525,1.1528
1531,AAJ1526,1.1529
1532,AAJ1527,1.1530
1533,AAJ1528,1.1531
1534,AAJ1529,1.1532
1535,AAJ1530,1.1533
1536,AAJ1531,1.1534
1537,AAJ1532,1.1535
1538,AAJ1533,1.1536
1539,AAJ1534,1.1537
1540,AAJ1535,1.1538
1541,AAJ1536,1.1539
1542,AAJ1537,1.1540
1543,AAJ1538,1.1541
1544,AAJ1539,1.1542
1545,AAJ1540,1.1543
1546,AAJ1541,1.1544
1547,AAJ1542,1.1545
1548,AAJ1543,1.1546
1549,AAJ1544,1.1547
1550,AAJ1545,1.1548
1551,AAJ1546,1.1549
1552,AAJ1547,1.1550
1553,AAJ1548,1.1551
1554,AAJ1549,1.1552
1555,AAJ1550,1.1553
1556,AAJ1551,1.1554
1557,AAJ1552,1.1555
1558,AAJ1553,1.1556
1559,AAJ1554,1.1557
1560,AAJ1555,1.1558
1561,AAJ1556,1.1559
1562,AAJ1557,1.1560
1563,AAJ1558,1.1561
1564,AAJ1559,1.1562
1565,AAJ1560,1.1563
1566,AAJ1561,1.1564
1567,AAJ1562,1.1565
1568,AAJ1563,1.1566
1569,AAJ1564,1.1567
1570,AAJ1565,1.1568
1571,AAJ1566,1.1569
1572,AAJ1567,1.1570
1573,AAJ1568,1.1571
1574,AAJ1569,1.1572
1575,AAJ1570,1.1573
1576,AAJ1571,1.1574
1577,AAJ1572,1.1575
1578,AAJ1573,1.1576
1579,AAJ1574,1.1577
1580,AAJ1575,1.1578
1581,AAJ1576,1.1579
1582,AAJ1577,1.1580
1583,AAJ1578,1.1581
1584,AAJ1579,1.1582
1585,AAJ1580,1.1583
1586,AAJ1581,1.1584
1587,AAJ1582,1.1585
1588,AAJ1583,1.1586
1589,AAJ1584,1.1587
1590,AAJ1585,1.1588
1591,AAJ1586,1.1589
1592,AAJ1587,1.1590
1593,AAJ1588,1.1591
1594,AAJ1589,1.1592
1595,AAJ1590,1.1593
1596,AAJ1591,1.1594
1597,AAJ1592,1.1595
1598,AAJ1593,1.1596
1599,AAJ1594,1.1597
1600,AAJ1595,1.1598
1601,AAJ1596,1.1599
1602,AAJ1597,1.1600
1603,AAJ1598,1.1601
1604,AAJ1599,1.1602
1605,AAJ1600,1.1603
1606,AAJ1601,1.1604
1607,AAJ1602,1.1605
1608,AAJ1603,1.1606
1609,AAJ1604,1.1607
1610,AAJ1605,1.1608
1611,AAJ1606,1.1609
1612,AAJ1607,1.1610
1613,AAJ1608,1.1611
1614,AAJ1609,1.1612
1615,AAJ1610,1.1613
1616,AAJ1611,1.1614
1617,AAJ1612,1.1615
1618,AAJ1613,1.1616
1619,AAJ1614,1.1617
1620,AAJ1615,1.1618
1621,AAJ1616,1.1619
1622,AAJ1617,1.1620
1623,AAJ1618,1.1621
1624,AAJ1619,1.1622
1625,AAJ1620,1.1623
1626,AAJ1621,1.1624
1627,AAJ1622,1.1625
1628,AAJ1623,1.1626
1629,AAJ1624,1.1627
1630,AAJ1625,1.1628
1631,AAJ1626,1.1629
1632,AAJ1627,1.1630
1633,AAJ1628,1.1631
1634,AAJ1629,1.1632
1635,AAJ1630,1.1633
1636,AAJ1631,1.1634
1637,AAJ1632,1.1635
1638,AAJ1633,1.1636
1639,AAJ1634,1.1637
1640,AAJ1635,1.1638
1641,AAJ1636,1.1639
1642,AAJ1637,1.1640
1643,AAJ1638,1.1641
1644,AAJ1639,1.1642
1645,AAJ1640,1.1643
1646,AAJ1641,1.1644
1647,AAJ1642,1.1645
1648,AAJ1643,1.1646
1649,AAJ1644,1.1647
1650,AAJ1645,1.1648
1651,AAJ1646,1.1649
1652,AAJ1647,1.1650
1653,AAJ1648,1.1651
1654,AAJ1649,1.1652
1655,AAJ1650,1.1653
1656,AAJ1651,1.1654
1657,AAJ1652,1.1655
1658,AAJ1653,1.1656
1659,AAJ1654,1.1657
1660,AAJ1655,1.1658
1661,AAJ1656,1.1659
1662,AAJ1657,1.1660
1663,AAJ1658,1.1661
1664,AAJ1659,1.1662
1665,AAJ1660,1.1663
1666,AAJ1661,1.1664
1667,AAJ1662,1.1665
1668,AAJ1663,1.1666
1669,AAJ1664,1.1667
1670,AAJ1665,1.1668
1671,AAJ1666,1.1669
1672,AAJ1667,1.1670
1673,AAJ1668,1.1671
1674,AAJ1669,1.1672
1675,AAJ1670,1.1673
1676,AAJ1671,1.1674
1677,AAJ1672,1.1675
1678,AAJ1673,1.1676
1679,AAJ1674,1.1677
1680,AAJ1675,1.1678
1681,AAJ1676,1.1679
1682,AAJ1677,1.1680
1683,AAJ1678,1.1681
1684,AAJ1679,1.1682
1685,AAJ1680,1.1683
1686,AAJ1681,1.1684
1687,AAJ1682,1.1685
1688,AAJ1683,1.1686
1689,AAJ1684,1.1687
1690,AAJ1685,1.1688
1691,AAJ1686,1.1689
1692,AAJ1687,1.1690
1693,AAJ1688,1.1691
1694,AAJ1689,1.1692
1695,AAJ1690,1.1693
1696,AAJ1691,1.1694
1697,AAJ1692,1.1695
1698,AAJ1693,1.1696
1699,AAJ1694,1.1697
1700,AAJ1695,1.1698
1701,AAJ1696,1.1699
1702,AAJ1697,1.1700
1703,AAJ1698,1.1701
1704,AAJ1699,1.1702
1705,AAJ1700,1.1703
1706,AAJ1701,1.1704
1707,AAJ1702,1.1705
1708,AAJ1703,1.1706
1709,AAJ1704,1.1707
1710,AAJ1705,1.1708
1711,AAJ1706,1.1709
1712,AAJ1707,1.1710
1713,AAJ1708,1.1711
1714,AAJ1709,1.1712
1715,AAJ1710,1.1713
1716,AAJ1711,1.1714
1717,AAJ1712,1.1715
1718,AAJ1713,1.1716
1719,AAJ1714,1.1717
1720,AAJ1715,1.1718
1721,AAJ1716,1.1719
1722,AAJ1717,1.1720
1723,AAJ1718,1.1721
1724,AAJ1719,1.1722
1725,AAJ1720,1.1723
1726,AAJ1721,1.1724
1727,AAJ1722,1.1725
1728,AAJ1723,1.1726
1729,AAJ1724,1.1727
1730,AAJ1725,1.1728
1731,AAJ1726,1.1729
1732,AAJ1727,1.1730
1733,AAJ1728,1.1731
1734,AAJ1729,1.1732
1735,AAJ1730,1.1733
1736,AAJ1731,1.1734
1737,AAJ1732,1.1735
1738,AAJ1733,1.1736
1739,AAJ1734,1.1737
1740,AAJ1735,1.1738
1741,AAJ1736,1.1739
1742,AAJ1737,1.1740
1743,AAJ1738,1.1741
1744,AAJ1739,1.1742
1745,AAJ1740,1.1743
1746,AAJ1741,1.1744
1747,AAJ1742,1.1745
1748,AAJ1743,1.1746
1749,AAJ1744,1.1747
1750,AAJ1745,1.1748
1751,AAJ1746,1.1749
1752,AAJ1747,1.1750
1753,AAJ1748,1.1751
1754,AAJ1749,1.1752
1755,AAJ1750,1.1753
1756,AAJ1751,1.1754
1757,AAJ1752,1.1755
1758,AAJ1753,1.1756
1759,AAJ1754,1.1757
1760,AAJ1755,1.1758
1761,AAJ1756,1.1759
1762,AAJ1757,1.1760
1763,AAJ1758,1.1761
1764,AAJ1759,1.1762
1765,AAJ1760,1.1763
1766,AAJ1761,1.1764
1767,AAJ1762,1.1765
1768,AAJ1763,1.1766
1769,AAJ1764,1.1767
1770,AAJ1765,1.1768
1771,AAJ1766,1.1769
1772,AAJ1767,1.1770
1773,AAJ1768,1.1771
1774,AAJ1769,1.1772
1775,AAJ1770,1.1773
1776,AAJ1771,1.1774
1777,AAJ1772,1.1775
1778,AAJ1773,1.1776
1779,AAJ1774,1.1777
1780,AAJ1775,1.1778
1781,AAJ1776,1.1779
1782,AAJ1777,1.1780
1783,AAJ1778,1.1781
1784,AAJ1779,1.1782
1785,AAJ1780,1.1783
1786,AAJ1781,1.1784
1787,AAJ1782,1.1785
1788,AAJ1783,1.1786
1789,AAJ1784,1.1787
1790,AAJ1785,1.1788
1791,AAJ1786,1.1789
1792,AAJ1787,1.1790
1793,AAJ1788,1.1791
1794,AAJ1789,1.1792
1795,AAJ1790,1.1793
1796,AAJ1791,1.1794
1797,AAJ1792,1.1795
1798,AAJ1793,1.1796
1799,AAJ1794,1.1797
1800,AAJ1795,1.1798
1801,AAJ1796,1.1799
1802,AAJ1797,1.1800
1803,AAJ1798,1.1801
1804,AAJ1799,1.1802
1805,AAJ1800,1.1803
1806,AAJ1801,1.1804
1807,AAJ1802,1.1805
1808,AAJ1803,1.1806
1809,AAJ1804,1.1807
1810,AAJ1805,1.1808
1811,AAJ1806,1.1809
1812,AAJ1807,1.1810
1813,AAJ1808,1.1811
1814,AAJ1809,1.1812
1815,AAJ1810,1.1813
1816,AAJ1811,1.1814
1817,AAJ1812,1.1815
1818,AAJ1813,1.1816
1819,AAJ1814,1.1817
1820,AAJ1815,1.1818
1821,AAJ1816,1.1819
1822,AAJ1817,1.1820
1823,AAJ1818,1.1821
1824,AAJ1819,1.1822
1825,AAJ1820,1.1823
1826,AAJ1821,1.1824
1827,AAJ1822,1.1825
1828,AAJ1823,1.1826
1829,AAJ1824,1.1827
1830,AAJ1825,1.1828
1831,AAJ1826,1.1829
1832,AAJ1827,1.1830
1833,AAJ1828,1.1831
1834,AAJ1829,1.1832
1835,AAJ1830,1.1833
1836,AAJ1831,1.1834
1837,AAJ1832,1.1835
1838,AAJ1833,1.1836
1839,AAJ1834,1.1837
1840,AAJ1835,1.1838
1841,AAJ1836,1.1839
1842,AAJ1837,1.1840
1843,AAJ1838,1.1841
1844,AAJ1839,1.1842
1845,AAJ1840,1.1843
1846,AAJ1841,1.1844
1847,AAJ1842,1.1845
1848,AAJ1843,1.1846
1849,AAJ1844,1.1847
1850,AAJ1845,1.1848
1851,AAJ1846,1.1849
1852,AAJ1847,1.1850
1853,AAJ1848,1.1851
1854,AAJ1849,1.1852
1855,AAJ1850,1.1853
1856,AAJ1851,1.1854
1857,AAJ1852,1.1855
1858,AAJ1853,1.1856
1859,AAJ1854,1.1857
1860,AAJ1855,1.1858
1861,AAJ1856,1.1859
1862,AAJ1857,1.1860
1863,AAJ1858,1.1861
1864,AAJ1859,1.1862
1865,AAJ1860,1.1863
1866,AAJ1861,1.1864
1867,AAJ1862,1.1865
1868,AAJ1863,1.1866
1869,AAJ1864,1.1867
1870,AAJ1865,1.1868
1871,AAJ1866,1.1869
1872,AAJ1867,1.1870
1873,AAJ1868,1.1871
1874,AAJ1869,1.1872
1875,AAJ1870,1.1873
1876,AAJ1871,1.1874
1877,AAJ1872,1.1875
1878,AAJ1873,1.1876
1879,AAJ1874,1.1877
1880,AAJ1875,1.1878
1881,AAJ1876,1.1879
1882,AAJ1877,1.1880
1883,AAJ1878,1.1881
1884,AAJ1879,1.1882
1885,AAJ1880,1.1883
1886,AAJ1881,1.1884
1887,AAJ1882,1.1885
1888,AAJ1883,1.1886
1889,AAJ1884,1.1887
1890,AAJ1885,1.1888
1891,AAJ1886,1.1889
1892,AAJ1887,1.1890
1893,AAJ1888,1.1891
1894,AAJ1889,1.1892
1895,AAJ1890,1.1893
1896,AAJ1891,1.1894
1897,AAJ1892,1.1895
1898,AAJ1893,1.1896
1899,AAJ1894,1.1897
1900,AAJ1895,1.1898
1901,AAJ1896,1.1899
1902,AAJ1897,1.1900
1903,AAJ1898,1.1901
1904,AAJ1899,1.1902
1905,AAJ1900,1.1903
1906,AAJ1901,1.1904
1907,AAJ1902,1.1905
1908,AAJ1903,1.1906
1909,AAJ1904,1.1907
1910,AAJ1905,1.1908
1911,AAJ1906,1.1909
1912,AAJ1907,1.1910
1913,AAJ1908,1.1911
1914,AAJ1909,1.1912
1915,AAJ1910,1.1913
1916,AAJ1911,1.1914
1917,AAJ1912,1.1915
1918,AAJ1913,1.1916
1919,AAJ1914,1.1917
1920,AAJ1915,1.1918
1921,AAJ1916,1.1919
1922,AAJ1917,1.1920
1923,AAJ1918,1.1921
1924,AAJ1919,1.1922
1925,AAJ1920,1.1923
1926,AAJ1921,1.1924
1927,AAJ1922,1.1925
1928,AAJ1923,1.1926
1929,AAJ1924,1.1927
1930,AAJ1925,1.1928
1931,AAJ1926,1.1929
1932,AAJ1927,1.1930
1933,AAJ1928,1.1931
1934,AAJ1929,1.1932
1935,AAJ1930,1.1933
1936,AAJ1931,1.1934
1937,AAJ1932,1.1935
1938,AAJ1933,1.1936
1939,AAJ1934,1.1937
1940,AAJ1935,1.1938
1941,AAJ1936,1.1939
1942,AAJ1937,1.1940
1943,AAJ1938,1.1941
1944,AAJ1939,1.1942
1945,AAJ1940,1.1943
1946,AAJ1941,1.1944
1947,AAJ1942,1.1945
1948,AAJ1943,1.1946
1949,AAJ1944,1.1947
1950,AAJ1945,1.1948
1951,AAJ1946,1.1949
1952,AAJ1947,1.1950
1953,AAJ1948,1.1951
1954,AAJ1949,1.1952
1955,AAJ1950,1.1953
1956,AAJ1951,1.1954
1957,AAJ1952,1.1955
1958,AAJ1953,1.1956
1959,AAJ1954,1.1957
1960,AAJ1955,1.1958
1961,AAJ1956,1.1959
1962,AAJ1957,1.1960
1963,AAJ1958,1.1961
1964,AAJ1959,1.1962
1965,AAJ1960,1.1963
1966,AAJ1961,1.1964
1967,AAJ1962,1.1965
1968,AAJ1963,1.1966
1969,AAJ1964,1.1967
1970,AAJ1965,1.1968
1971,AAJ1966,1.1969
1972,AAJ1967,1.1970
1973,AAJ1968,1.1971
1974,AAJ1969,1.1972
1975,AAJ1970,1.1973
1976,AAJ1971,1.1974
1977,AAJ1972,1.1975
1978,AAJ1973,1.1976
1979,AAJ1974,1.1977
1980,AAJ1975,1.1978
1981,AAJ1976,1.1979
1982,AAJ1977,1.1980
1983,AAJ1978,1.1981
1984,AAJ1979,1.1982
1985,AAJ1980,1.1983
1986,AAJ1981,1.1984
1987,AAJ1982,1.1985
1988,AAJ1983,1.1986
1989,AAJ1984,1.1987
1990,AAJ1985,1.1988
1991,AAJ1986,1.1989
1992,AAJ1987,1.1990
1993,AAJ1988,1.1991
1994,AAJ1989,1.1992
1995,AAJ1990,1.1993
1996,AAJ1991,1.1994
1997,AAJ1992,1.1995
1998,AAJ1993,1.1996
1999,AAJ1994,1.1997
2000,AAJ1995,1.1998
2001,AAJ1996,1.1999
2002,AAJ1997,1.2000
2003,AAJ1998,1.2001
2004,AAJ1999,1.2002
2005,AAJ2000,1.2003
2006,AAJ2001,1.2004
2007,AAJ2002,1.2005
2008,AAJ2003,1.2006
2009,AAJ2004,1.2007
2010,AAJ2005,1.2008
2011,AAJ2006,1.2009
2012,AAJ2007,1.2010
2013,AAJ2008,1.2011
2014,AAJ2009,1.2012
2015,AAJ2010,1.2013
2016,AAJ2011,1.2014
2017,AAJ2012,1.2015
2018,AAJ2013,1.2016
2019,AAJ2014,1.2017
2020,AAJ2015,1.2018
2021,AAJ2016,1.2019
2022,AAJ2017,1.2020
2023,AAJ2018,1.2021
2024,AAJ2019,1.2022
2025,AAJ2020,1.2023
2026,AAJ2021,1.2024
2027,AAJ2022,1.2025
2028,AAJ2023,1.2026
2029,AAJ2024,1.2027
2030,AAJ2025,1.2028
2031,AAJ2026,1.2029
2032,AAJ2027,1.2030
2033,AAJ2028,1.2031
2034,AAJ2029,1.2032
2035,AAJ2030,1.2033
2036,AAJ2031,1.2034
2037,AAJ2032,1.2035
2038,AAJ2033,1.2036
2039,AAJ2034,1.2037
2040,AAJ2035,1.2038
2041,AAJ2036,1.2039
2042,AAJ2037,1.2040
2043,AAJ2038,1.2041
2044,AAJ2039,1.2042
2045,AAJ2040,1.2043
2046,AAJ2041,1.2044
2047,AAJ2042,1.2045
2048,AAJ2043,1.2046
2049,AAJ2044,1.2047
2050,AAJ2045,1.2048
2051,AAJ2046,1.2049
2052,AAJ2047,1.2050
2053,AAJ2048,1.2051
2054,AAJ2049,1.2052
2055,AAJ2050,1.2053
2056,AAJ2051,1.2054
2057,AAJ2052,1.2055
2058,AAJ2053,1.2056
2059,AAJ2054,1.2057
2060,AAJ2055,1.2058
2061,AAJ2056,1.2059
2062,AAJ2057,1.2060
2063,AAJ2058,1.2061
2064,AAJ2059,1.2062
2065,AAJ2060,1.2063
2066,AAJ2061,1.2064
2067,AAJ2062,1.2065
2068,AAJ2063,1.2066
2069,AAJ2064,1.2067
2070,AAJ2065,1.2068
2071,AAJ2066,1.2069
2072,AAJ2067,1.2070
